0.97878176,0.658099,North-West
0.19732606,0.3356483,South-East
0.7002291,0.19959128,South-West
0.6416384,0.9720408,North-West
0.04692501,0.37041402,South-East
0.26600534,0.33707643,South-East
0.98920375,0.67168146,North-West
0.68440616,0.29314798,South-West
0.723997,0.14971995,South-West
0.14953595,0.48676652,South-East
0.26863247,0.3663907,South-East
0.41519624,0.6248417,North-East
0.54200536,0.03577763,South-West
0.16475797,0.9562793,North-East
0.49781406,0.92452425,North-East
0.41183764,0.22223568,South-East
0.17447,0.31754488,South-East
0.5536381,0.673823,North-West
0.5652779,0.333171,South-West
0.6658111,0.6765333,North-West
0.11262077,0.43768275,South-East
0.487581,0.02087301,South-East
0.21635759,0.10491431,South-East
0.5027354,0.6990237,North-West
0.19777817,0.029120028,South-East
0.799575,0.46374458,South-West
0.6577022,0.10608351,South-West
0.54277426,0.59981114,South-West
0.54522604,0.416714,South-West
0.042223155,0.6672675,North-East
0.64991355,0.18788642,South-West
0.5163047,0.44250965,South-West
0.73570514,0.5664603,South-West
0.7558487,0.32618964,South-West
0.44344229,0.5642997,North-East
0.36443985,0.31023687,South-East
0.14772743,0.64536774,North-East
0.02323997,0.41966218,South-East
0.6130712,0.7018854,North-West
0.074512064,0.85359025,North-East
0.95723027,0.0670293,South-West
0.48623878,0.84513485,North-East
0.70275927,0.33923912,South-West
0.12737727,0.3078941,South-East
0.64066154,0.14108348,South-West
0.004255176,0.4202186,South-East
0.6053159,0.13756567,South-West
0.26640958,0.46485347,South-East
0.78340507,0.21917462,South-West
0.045926332,0.054546773,South-East
0.77031934,0.37891656,South-West
0.5373135,0.6628556,North-West
0.6175276,0.53568494,South-West
0.7225187,0.48839486,South-West
0.6588887,0.07491267,South-West
0.19338971,0.72050965,North-East
0.99114853,0.77842546,North-West
0.095306754,0.37079382,South-East
0.34536463,0.826315,North-East
0.11264533,0.8796172,North-East
0.40630317,0.7926356,North-East
0.019043505,0.6070993,North-East
0.8036498,0.7825942,North-West
0.8311515,0.24661791,South-West
0.3529917,0.7210579,North-East
0.31977123,0.84445554,North-East
0.20990282,0.09069115,South-East
0.16130453,0.9256558,North-East
0.41417557,0.3135152,South-East
0.5476028,0.6833193,North-West
0.54347837,0.29344642,South-West
0.6341592,0.02176416,South-West
0.5198035,0.10133457,South-West
0.89373904,0.704185,North-West
0.87444884,0.24071908,South-West
0.6817559,0.95926684,North-West
0.28751987,0.6251242,North-East
0.11586732,0.6808811,North-East
0.9887386,0.21000159,South-West
0.55837536,0.108347476,South-West
0.6035285,0.928825,North-West
0.4772215,0.41528028,South-East
0.4208489,0.0983783,South-East
0.48890984,0.54183793,North-East
0.46915448,0.088621736,South-East
0.7719661,0.47299767,South-West
0.5393442,0.7439634,North-West
0.42804825,0.85462993,North-East
0.6669684,0.6322129,North-West
0.4831987,0.72562253,North-East
0.061718166,0.66249317,North-East
0.11573082,0.36971468,South-East
0.984906,0.32210326,South-West
0.99975,0.012260258,South-West
0.2629522,0.7435367,North-East
0.8223365,0.7277075,North-West
0.57763815,0.9259959,North-West
0.60409075,0.42163485,South-West
0.18602353,0.74082893,North-East
0.29132318,0.8108153,North-East
0.54151464,0.27802485,South-West
0.6360407,0.66572964,North-West
0.36281765,0.7125169,North-East
0.90755117,0.18755722,South-West
0.93272793,0.14648545,South-West
0.8356044,0.7669207,North-West
0.91034263,0.9196517,North-West
