0.15965778,0.1271674,South
0.9565775,0.969098,North
0.8518493,0.29721493,South
0.5440981,0.626493,North
0.9030571,0.7885762,North
0.88766086,0.04796934,South
0.68390644,0.3317786,South
0.9384414,0.18680537,South
0.07336366,0.13515365,South
0.6538014,0.17728269,South
0.5326833,0.42123556,South
0.41660148,0.94410366,North
0.28442997,0.8036235,North
0.57159567,0.86667114,North
0.35564208,0.8407178,North
0.49452358,0.53036696,South
0.60504985,0.909307,North
0.25786752,0.101073205,South
0.7063733,0.9899487,North
0.84539884,0.34601736,South
0.9978425,0.3726368,South
0.94188976,0.4390905,South
0.99254525,0.9537152,North
0.42163187,0.15572816,South
0.5509986,0.18481666,South
0.75721323,0.9330052,North
0.3880595,0.7863513,North
0.03653401,0.17466891,South
0.8781647,0.68943894,North
0.1200676,0.57642114,South
0.45876902,0.91198736,North
0.59131944,0.66999954,North
0.2502156,8.174777E-4,South
0.5913372,0.09974849,South
0.51521784,0.5293891,South
0.81364506,0.7948058,North
0.99239385,0.8799902,North
0.9404037,0.45426154,South
0.9412119,0.0635317,South
0.5858508,0.9703033,North
0.43127024,0.74578965,North
0.48168743,0.25221616,South
0.26363182,0.51562387,South
0.6842186,0.6370189,North
0.20820546,0.01107502,South
0.13850707,0.76352096,North
0.5267514,0.029116571,South
0.024984956,0.606792,North
0.08947164,0.603166,North
0.103918314,0.8087141,North
0.61342597,0.11130381,South
0.3185035,0.5648198,South
0.49791694,0.3527121,South
0.41447818,0.03350675,South
0.51586634,0.7284394,North
0.3698706,0.49460548,South
0.86703414,0.9166779,North
0.2304244,0.6019101,North
0.20031661,0.92686784,North
0.13248885,0.9285478,North
0.5755202,0.038819253,South
0.1245451,0.30297208,South
0.63280475,0.7234849,North
0.020458937,0.96304756,North
0.65889066,0.24497128,South
0.22205538,0.43040645,South
0.73723614,0.75591505,North
0.9163535,0.9193858,North
0.71443915,0.52066344,South
0.6050848,0.56490695,South
0.5424536,0.5861138,South
0.7728412,0.38026232,South
0.41680872,0.12502372,South
0.9979201,0.56569433,South
0.5414866,0.61067104,North
0.699793,0.08676785,South
0.8436687,0.45762765,South
0.382936,0.6608531,North
0.33406597,0.24691463,South
0.95291656,0.8416925,North
0.37446642,0.8138944,North
0.8621852,0.51527405,South
0.95258015,0.43598193,South
0.29562992,0.1324591,South
0.26995134,0.93982667,North
0.77590984,0.5505235,South
0.88200283,0.5323476,South
0.7927969,0.66060126,North
0.1661436,0.5283376,South
0.8167739,0.59272045,South
0.6759209,0.33386725,South
0.21311474,0.34458888,South
0.6236475,0.18710124,South
0.6374045,0.13250941,South
0.24364513,0.34721458,South
0.8663546,0.6489375,North
0.5616855,0.951811,North
0.23887295,0.09547526,South
0.33748627,0.38066375,South
0.88232225,0.28491926,South
0.87595606,0.118923485,South
0.24902982,0.041853666,South
0.5046323,0.20948416,South
0.65031964,0.4268275,South
0.7903942,0.02841109,South
0.052152336,0.14114809,South
0.784662,0.36879015,South
0.38105088,0.5926292,South
0.5251411,0.43974417,South
0.6151489,0.100274146,South
0.73158395,0.09450412,South
0.5273326,0.24897212,South
0.67650485,0.31326473,South
0.77060455,0.4631068,South
